2000	122.00 	66.3	4631.0	0	150.0	0	0	52
2000	110.00 	60.0	4725.0	0	115.0	150	0	59
2012	196.80 	83.0	0.0	0	221.2	0	5.2	0
2015	208.00 	70.0	2735.0	4	0.0	150	0	116
1969	48.00 	42.0	2540.0	0	0.0	162	0	0
2002	120.00 	49.7	4574.0	0	120.0	120	0	0
1935	55.00 	50.0	2650.0	0	0.0	105	0	0
2016	242.80 	84.5	5105.0	0	255.9	252	0	0
1996	85.30 	31.1	4199.5	0	0.0	175	0	0
2002	98.40 	45.0	2788.8	10	0.0	92	0	0
1989	78.70 	40.4	1935.7	3	0.0	75	0	0
1976	85.00 	48.0	2050.0	3	0.0	120	0	0
2005	85.00 	50.0	1950.0	3	0.0	90	0	0
2013	98.40 	0.0	1279.5	2	98.0	0	0	120
2013	108.30 	52.8	2870.8	10	0.0	0	0	0
1940	80.00 	55.0	2800.0	0	80.0	120	0	50
1976	102.00 	50.0	2130.0	4	90.0	105	0	54
1976	103.70 	50.0	2130.0	4	90.0	105	0	54
1999	109.30 	49.7	2260.5	5	0.0	96	0	0
2007	62.30 	62.1	2132.6	0	0.0	49	0	0
2005	209.00 	80.0	5843.0	0	225.0	163	4	60
2009	230.00 	80.0	5282.0	0	215.0	180	0	0
2012	226.40 	78.3	3444.9	3	0.0	0	0	0
2001	160.80 	111.8	4081.3	1	0.0	0	0	0
2004	59.10 	56.0	2822.0	2	0.0	0	0	0
1995	148.00 	65.0	4165.0	8	161.0	105	0	0
1993	186.00 	50.0	5500.0	4	0.0	210	0	0
2017	150.00 	65.0	3738.0	6	0.0	0	0	0
2006	249.30 	78.3	3782.8	3	0.0	130	0	0
2006	181.00 	70.0	4400.0	0	176.0	102	0	76
2009	80.50 	45.6	2379.0	0	0.0	0	0	0
1989	83.70 	37.3	3024.8	0	0.0	198	4	0
2001	173.90 	74.6	4002.6	0	0.0	75	4.5	82
2011	170.60 	83.0	2788.8	0	196.8	0	0	0
2008	121.00 	58.0	2700.0	6	0.0	85	0	97
2007	115.00 	50.0	3340.0	5	0.0	130	4.3	0
2008	109.30 	49.7	2260.5	5	0.0	96	0	0
2016	200.20 	71.5	4176.5	2	190.3	128	4.2	0
2000	116.50 	47.0	935.0	3	0.0	108	5.2	0
1993	102.00 	50.0	2260.0	3	91.0	146	0	0
1995	109.30 	49.7	2260.5	5	0.0	88	0	0
1996	74.20 	54.0	2705.0	4	0.0	144	4.5	0
1996	74.20 	54.0	2705.0	4	0.0	60	4.5	0
2006	101.70 	49.7	2723.1	8	0.0	0	0	0
2009	131.30 	62.1	2296.6	1	0.0	0	0	97
1995	115.00 	55.0	2170.0	5	0.0	125	0	0
2016	206.70 	74.6	4921.3	1	0.0	0	5	0
2010	72.20 	40.4	1738.8	0	0.0	38	3.7	0
2010	170.60 	149.1	6561.7	0	0.0	0	0	0
1996	259.20 	80.8	6708.7	0	229.7	216	3.5	65
2013	160.00 	70.0	2200.0	2	0.0	90	4	0
2007	46.00 	83.9	2788.8	1	0.0	55	4.7	0
2015	325.00 	95.0	6602.0	0	320.0	0	0	81
1998	131.30 	60.9	5457.7	0	0.0	236	0	0
2013	170.00 	67.0	4164.0	6	164.0	160	0	0
1978	125.30 	60.0	3935.0	0	118.0	140	0	0
1998	118.00 	56.0	4533.0	0	108.0	160	3.1	51
1924	70.00 	55.0	2640.0	0	65.0	112	0	0
1925	73.00 	55.0	2600.0	0	0.0	0	0	0
2000	235.00 	85.0	4500.0	0	255.0	180	0	61
2006	200.00 	70.0	4480.0	0	175.0	0	0	0
2008	105.00 	50.0	2693.0	5	80.0	120	0	0
2012	191.60 	65.6	1204.0	3	177.0	92	4.5	90
2014	165.00 	72.0	3100.0	2	180.0	0	0	85
1989	118.00 	56.0	3116.8	7	108.0	80	0	0
1997	108.00 	50.0	2562.0	5	81.2	120	4.6	0
2011	108.30 	41.0	1601.1	2	0.0	0	0	0
2007	205.00 	71.0	3108.0	2	0.0	180	4	90
1986	91.00 	55.0	3250.0	0	0.0	160	0	0
2005	136.00 	60.0	4746.0	1	140.0	0	0	65
2004	98.40 	43.5	229.7	0	0.0	120	4.5	0
2017	0.00 	54.1	0.0	6	0.0	0	0	0
2004	57.40 	34.2	1745.4	0	0.0	80	0	46
2014	134.50 	62.1	4530.8	7	0.0	130	4.3	0
2005	95.00 	53.0	3198.0	7	105.0	155	0	68
2018	200.20 	71.5	4176.5	2	190.3	0	4.2	0
2018	252.60 	88.2	4757.2	1	269.0	0	4.8	85
1999	110.00 	67.0	3700.0	7	104.9	135	4	0
2001	120.00 	55.0	6072.0	1	108.0	156	0	0
2010	232.00 	75.0	5316.0	0	211.0	213	0	74
2010	305.00 	90.0	5100.0	0	300.0	180	0	85
1999	131.30 	50.0	1013.8	3	0.0	90	5	0
1987	76.00 	40.0	2800.0	0	0.0	120	0	0
2013	179.00 	70.0	3266.0	1	171.0	0	0	81
2009	180.40 	68.4	3215.2	2	0.0	0	0	0
2012	120.00 	38.0	1019.0	5	54.0	75	0	78
2016	100.00 	53.0	3200.0	3	0.0	0	0	0
2004	95.00 	42.0	0.0	0	70.0	325	3	0
2007	100.00 	0.0	780.0	0	0.0	210	0	0
1980	71.00 	45.0	2670.0	0	65.0	90	0	0
2016	111.60 	54.1	3989.5	0	91.8	90	0	60
1992	138.00 	57.0	5249.3	0	0.0	154	0	45
1999	137.80 	53.0	722.0	1	0.0	0	0	70
2000	164.10 	64.6	3937.0	6	147.7	142	4	0
2008	101.70 	52.8	2477.0	0	98.4	60	0	67.4
2005	456.00 	128.0	3118.0	0	418.0	28	0	90
1998	109.30 	49.7	2260.5	5	0.0	96	0	0
2000	149.00 	65.0	4177.0	7	144.0	122	0	0
1993	143.00 	60.0	3978.0	7	135.0	174	3.8	0
2000	99.00 	59.0	4042.0	0	0.0	120	0	0
2012	306.00 	92.0	5486.0	0	306.0	208	0	80
2016	207.00 	73.0	3800.0	0	165.0	0	3.5	73
1999	109.30 	49.7	2260.5	5	0.0	96	0	0
1989	205.00 	72.0	5106.0	0	194.7	120	0	60
2016	200.00 	73.0	4760.0	0	200.0	0	0	0
1998	205.00 	75.0	5600.0	0	205.0	180	3.5	0
2008	98.40 	55.9	2821.5	0	0.0	0	0	0
2009	140.00 	56.0	3359.0	4	113.0	155	0	0
2012	30.00 	43.0	2800.0	0	54.0	120	4	0
2007	105.00 	70.0	4450.0	2	100.0	150	0	95
2000	150.00 	65.0	3937.0	7	150.0	195	4.5	0
2009	98.00 	58.0	3000.0	3	0.0	0	0	0
2000	310.00 	93.0	6595.0	0	300.0	140	0	80
1995	109.30 	49.7	2260.5	5	0.0	96	0	0
1997	109.30 	49.7	2260.5	5	0.0	96	0	0
2017	83.00 	45.8	2290.0	1	80.5	0	0	65
2010	131.30 	55.9	3937.0	6	0.0	148	0	0
1964	110.00 	52.8	4000.0	0	0.0	0	0	0
2000	70.00 	0.0	1250.0	2	0.0	70	0	0
2005	36.10 	0.0	1197.5	1	0.0	0	0	0
1978	148.00 	55.0	800.0	1	0.0	36	0	0
1999	139.10 	64.0	3380.0	0	0.0	0	0	0
1996	150.00 	60.0	3983.0	7	128.0	180	3.8	50
2001	109.30 	49.7	2260.5	5	0.0	96	0	0
1998	218.00 	70.0	1300.0	1	0.0	0	0	0
1998	218.00 	70.0	1300.0	1	0.0	0	0	0
2017	109.20 	53.0	3265.0	0	98.0	120	0	0
1994	42.60 	50.0	2349.0	4	104.0	80	3.5	0
2003	95.20 	47.8	2460.7	4	0.0	103	4.5	0
1980	85.30 	49.1	2431.1	1	0.0	130	0	0
1976	113.00 	55.0	3457.0	1	0.0	132	4.9	0
2011	153.00 	68.6	4200.0	0	147.0	120	0	79
1988	60.00 	55.0	2800.0	0	0.0	90	0	0
2001	230.00 	80.0	5394.0	0	215.0	140	0	0
1998	65.00 	68.0	1222.0	0	180.0	75	4.5	87
2014	196.80 	83.0	0.0	0	221.2	0	4.5	0
2013	107.00 	68.0	2937.0	3	162.0	87	0	81
2007	48.00 	31.0	1351.0	0	0.0	0	0	0
2008	53.00 	31.0	1351.0	0	27.0	111	0	0
2006	149.00 	60.0	3081.0	4	123.0	138	0	0
2007	147.70 	55.9	3280.8	6	0.0	140	0	0
1991	160.00 	85.0	3200.0	0	228.0	117	0	0
1985	78.00 	45.0	3200.0	0	72.0	120	0	0
2008	101.70 	52.8	2477.0	0	98.4	61	0	70
1999	78.80 	60.0	2705.0	4	0.0	75	4.5	0
2009	102.30 	51.2	3074.0	0	84.9	150	0	0
1997	147.70 	62.1	4048.6	6	0.0	113	0	0
2016	164.10 	62.1	5111.0	0	134.5	100	0	0
2007	111.00 	53.0	3444.0	3	0.0	0	4.7	0
1972	88.00 	53.0	3415.0	0	0.0	120	0	45
1999	202.00 	73.0	5057.0	0	208.0	150	0	65
2018	106.00 	52.0	1800.0	3	0.0	0	0	90
2013	63.00 	45.0	1775.0	1	0.0	0	0	0
1994	137.00 	57.0	3790.0	6	119.0	136	0	45
2008	109.30 	49.7	2260.5	5	0.0	96	0	0
1995	80.00 	48.0	2800.0	0	0.0	90	0	0
2008	80.00 	57.0	2900.0	0	118.0	90	0	60
2017	367.30 	111.8	2887.2	0	0.0	0	0	90
2007	97.50 	51.3	3113.0	0	91.4	120	0	0
2004	44.40 	40.0	1906.0	0	0.0	120	0	50
1997	109.30 	49.7	2260.5	5	0.0	96	0	0
1998	156.00 	65.0	4370.0	6	146.0	180	4.2	0
1999	208.00 	73.0	5400.0	0	205.0	122	0	68
1997	73.00 	35.0	2400.0	0	67.0	144	0	0
2002	80.00 	57.0	3403.0	3	0.0	70	5	0
1996	145.00 	60.0	3900.0	4	137.0	160	0	52
2009	100.00 	55.0	2362.0	3	0.0	100	0	100
2015	239.50 	78.9	4051.8	1	219.8	0	0	0
2003	150.00 	63.0	3985.0	7	141.0	180	0	0
1995	90.00 	50.0	2600.0	0	80.0	116	0	0
2012	249.30 	83.3	5131.3	0	255.9	180	3.8	0
1978	116.00 	60.0	3600.0	2	0.0	120	0	0
1995	56.00 	45.0	635.0	1	0.0	66	4	0
2004	146.00 	55.0	3125.0	6	109.0	150	0	0
2002	239.50 	78.9	5315.0	0	219.8	240	4	68.5
2014	150.00 	62.0	863.0	1	0.0	60	0	90
2004	151.60 	65.3	492.2	2	0.0	50	5	0
2012	200.00 	75.0	3600.0	0	0.0	0	0	85
2013	72.20 	52.8	3838.6	14	98.4	165	4.5	50
2002	117.80 	54.9	2202.8	4	111.8	92	4.7	0
2016	196.80 	84.0	4192.0	6	0.0	0	0	0
2016	196.80 	77.7	3438.3	1	0.0	165	0	0
2000	65.60 	37.3	2624.7	0	0.0	135	4.5	0
1982	64.00 	37.3	1148.3	2	0.0	60	0	0
1997	84.00 	46.0	3127.0	0	0.0	100	0	0
1993	75.00 	40.0	2400.0	2	0.0	0	0	0
1995	105.00 	44.0	3281.0	3	0.0	125	0	0
2006	205.10 	80.0	1312.3	0	0.0	0	0	90
2000	318.30 	95.0	8133.2	0	306.8	240	0	0
1999	150.00 	65.0	3700.0	0	150.0	100	3.5	60
1997	200.00 	75.0	5600.0	0	205.0	180	0	0
2018	205.00 	74.0	5740.0	4	200.0	150	0	90
2003	185.00 	68.0	630.0	0	175.0	0	0	90
2016	100.00 	52.0	2744.0	3	0.0	100	3.8	78
2004	150.00 	75.0	2600.0	3	180.0	50	0	90
2002	191.00 	65.6	1204.0	3	177.0	92	4.5	90
1981	64.00 	37.3	1148.3	2	0.0	0	0	0
2000	197.00 	73.0	5350.0	0	205.0	130	0	68
2003	106.00 	51.0	2798.0	2	100.0	180	0	0
2002	164.10 	62.1	3608.9	7	0.0	146	0	0
2004	219.80 	74.6	5577.4	0	205.0	184	0	0
2000	168.00 	70.0	4015.0	6	0.0	155	0	0
2000	208.00 	77.0	5400.0	0	221.0	155	0	0
1997	415.00 	100.0	1235.0	0	328.1	28	4.5	0
2012	127.00 	57.0	2543.0	5	0.0	85	4.5	0
2008	183.80 	64.6	5383.8	0	150.9	0	0	77
2011	141.00 	62.1	3280.8	7	0.0	112	0	121
2001	135.00 	58.0	3110.0	4	120.0	0	0	50
2016	98.40 	72.7	4330.8	0	0.0	0	0	0
2006	170.00 	62.0	3602.0	4	111.0	0	0	0
1999	45.90 	28.0	1213.9	0	0.0	110	0	0
1988	38.40 	28.9	3851.7	0	0.0	240	0	0
2009	28.96 	81.0	876.9	0	0.0	180	0	0
1985	80.00 	65.0	2050.0	2	80.0	0	0	0
2003	262.50 	80.8	3500.0	0	218.2	90	0	80
2011	96.00 	41.0	0.0	2	0.0	80	0	113
1989	100.00 	53.0	4230.0	0	95.0	133	2.8	0
2003	75.00 	50.0	2600.0	0	0.0	0	0	0
2008	100.00 	50.3	3020.0	3	90.0	117	0	90
2001	245.00 	85.0	5312.0	0	255.0	210	0	0
1994	75.00 	55.0	2500.0	0	0.0	0	0	0
1997	98.00 	52.0	4044.0	0	0.0	125	0	0
2003	420.00 	120.0	2800.0	0	400.0	30	0	90
2001	64.00 	37.3	1148.3	2	0.0	0	0	0
1997	377.30 	100.0	1235.0	0	328.1	28	4.5	90
2015	121.00 	57.0	4990.0	2	128.0	220	0	80
1995	100.00 	55.0	4640.0	0	0.0	0	3.1	0
1991	107.00 	50.0	7442.0	0	0.0	0	0	0
2001	150.00 	65.0	630.0	0	0.0	0	0	0
2016	223.00 	75.0	3415.0	3	214.0	0	0	90
2015	124.00 	62.1	3464.0	4	0.0	150	3.8	0
2017	108.00 	52.8	2870.0	10	0.0	0	0	0
2001	185.00 	70.0	630.0	0	0.0	0	0	0
1990	188.00 	70.0	3830.0	7	171.0	150	0	0
1995	100.00 	50.0	3458.0	0	80.0	105	0	53
1987	148.00 	55.0	3800.0	6	138.0	150	0	55
2006	159.00 	67.0	6442.0	0	154.0	165	0	66
2003	64.00 	37.3	1148.0	2	0.0	0	0	0
1976	70.00 	42.0	3100.0	0	64.0	120	0	0
2015	109.00 	55.0	3320.0	3	0.0	0	0	78
2002	215.00 	72.0	215.0	0	206.0	0	0	90
1986	98.00 	53.0	4000.0	0	88.0	112	0	0
1996	207.00 	74.0	5460.0	0	196.0	180	0	0
1997	75.00 	40.0	1565.0	3	64.0	60	0	0
2016	183.80 	71.5	4150.3	3	160.8	120	4	83
2002	57.10 	41.0	1526.6	0	52.5	0	0	0
2012	131.30 	62.1	3444.9	0	0.0	205	3.5	0
2002	175.00 	76.0	3610.0	2	215.0	0	4	88.5
2002	145.27 	63.2	3278.6	0	0.0	62	0	90
